party_id,party_label,list_order,name_ka,first_name,last_name,birth_date,profession,employment_status,partisanship,source_page
right_alliance_2008,"საარჩევნო ბლოკი “მემარჯვენე ალიანსი, თოფაძე–მრეწველები (მ.გ.ს., ერთობა, ე.დ.პ.)”",107,მიხეილ ტყემალაძე,მიხეილ,ტყემალაძე,68-12-10,"რიცხვითი მეთოდების სპეციალისტი; ს/ს ""თბილისის საერთ. აეროპორტის"" საავ. უშიშ. სამს-ის სპეც.-ის მომზ. და კვალ. ცენტრი",სარეგისტრაციო ბიუროს უფროსი,უპარტიო,17
right_alliance_2008,"საარჩევნო ბლოკი “მემარჯვენე ალიანსი, თოფაძე–მრეწველები (მ.გ.ს., ერთობა, ე.დ.პ.)”",108,ვახტანგ კაკაურიძე,ვახტანგ,კაკაურიძე,42-06-09,სამართალმცოდნეობა; საქართველოს ადვოკატთა ეროვნული ასოციაცია,ადვოკატი,მრეწველობა გადაარჩენს საქართველოს,17
right_alliance_2008,"საარჩევნო ბლოკი “მემარჯვენე ალიანსი, თოფაძე–მრეწველები (მ.გ.ს., ერთობა, ე.დ.პ.)”",109,ნარიმანი სულეიმანოვი,ნარიმანი,სულეიმანოვი,50-03-04,ეკონომისტ-ფინანსისტი; ეროვნულ-დემოკრატიული პარტია',გარდაბნის კომიტეტის თავმჯდომარე,ეროვნულ-დემოკრატიული პარტია',17
right_alliance_2008,"საარჩევნო ბლოკი “მემარჯვენე ალიანსი, თოფაძე–მრეწველები (მ.გ.ს., ერთობა, ე.დ.პ.)”",110,ბადრი გოცაძე,ბადრი,გოცაძე,60-07-26,მიწისქვეშა ნაგებობებისა და შახტების მშენებლობა; ქ. თბილისი სამთო ინსტიტუტი,მეცნიერ თანამშრომელი,ეროვნულ- დემოკრატიული პარტია',17
right_alliance_2008,"საარჩევნო ბლოკი “მემარჯვენე ალიანსი, თოფაძე–მრეწველები (მ.გ.ს., ერთობა, ე.დ.პ.)”",111,დენი გოგორელიანი,დენი,გოგორელიანი,39-01-02,სამრეწველო და სამოქალაქო მშენებელობა,უმუშევარი,ეროვნულ-დემოკრატიული პარტია',17
right_alliance_2008,"საარჩევნო ბლოკი “მემარჯვენე ალიანსი, თოფაძე–მრეწველები (მ.გ.ს., ერთობა, ე.დ.პ.)”",112,ალექსანდრე მიქაძე,ალექსანდრე,მიქაძე,23-03-22,ინჟინერ-ელექტრიკოსი,უმუშევარი,"პოლიტიკური გაერთიანება ""ერთობა""",17
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,1,შალვა ნათელაშვილი,შალვა,ნათელაშვილი,58-02-17,სამართალმცოდნე; საქართველოს ლეიბორისტული პარტია,თავმჯდომარე,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,2,იოსები შატბერაშვილი,იოსები,შატბერაშვილი,54-01-10,ინჟინერ-მექანიკოსი; საქართველოს ლეიბორისტული პარტია,გენერლური მდივანი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,3,გიორგი გუგავა,გიორგი,გუგავა,74-07-01,სამართალმცოდნე; თბილისის საკრებულო,წევრი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,4,რამაზი თედორაძე,რამაზი,თედორაძე,64-01-20,ინჟინერ-მექანიკოსი; საქართველოს პარლამენტი,წევრი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,5,ნუგზარი ერგემლიძე,ნუგზარი,ერგემლიძე,55-05-01,მხატვარ დიზაინერი; საქართველოს მხატვართა კავშირი,წევრი,უპარტიო,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,6,კახაბერი ძაგანია,კახაბერი,ძაგანია,70-07-28,"სამართალმცოდნე, ინჟინერ-ქიმიკოსი; საქართველოს ლეიბორისტული პარტია",იდეოლოგიური მდივანი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,7,ნესტანი კირთაძე,ნესტანი,კირთაძე,60-06-08,"ისტორიკოსი, ისტორიისა და საზოგადოებათმცოდნეობის მასწავლებელი; საქართველოს ლეიბორისტული პარტია",საერთაშორისო ურთიერთობათა მდივანი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,8,პაატა ჯიბლაძე,პაატა,ჯიბლაძე,62-05-12,ეკონომისტი; საქართველოს ლეიბორისტული პარტია,აღმასრულებელი მდივანი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,9,კონსტანტინე გუგუშვილი,კონსტანტინე,გუგუშვილი,64-08-18,ინჟინერ-ელექტრიკოსი; საქართველოს ლეიბორისტული პარტია,საორგანიზაციო მდივანი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,11,თემური დოლიშვილი,თემური,დოლიშვილი,59-01-15,ვეტერინარი ექიმი; საქართველოს პარლამენტი,წევრი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,12,ადა მარშანია,ადა,მარშანია,61-07-01,სამართალმცოდნე; აფხაზეთის ა.რ. უმაღლესი საბჭო,დეპუტატი,უპარტიო,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,13,ელიზბარი ჯაველიძე,ელიზბარი,ჯაველიძე,38-12-15,აღმოსავლეთმცოდნე; საქართველოს ეროვნული აკადემია,წევრ-კორესპოდენტი,უპარტიო,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,14,ავთანდილი აბაშიძე,ავთანდილი,აბაშიძე,57-08-01,სამართალმცოდნე,უმუშევარი,უპარტიო,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,15,გიორგი გოგლიჩიძე,გიორგი,გოგლიჩიძე,76-09-05,იურისტი; ზესტაფონის რაიონული საკრებულო,საკრებულოს წევრი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,16,რევაზი მიშველაძე,რევაზი,მიშველაძე,40-01-01,ფილოლოგი; საქართველოს მწერალთა კავშირი,მდივანი,უპარტიო,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,17,თამაზი შიოშვილი,თამაზი,შიოშვილი,41-06-29,ექიმი-უროლოგი; თბილისის სახ. სამედიცინო უნივერსიტეტის დიპლომისშემდგომი განათლებისა და უწყვეტი პროფესიული განვითარების ინსტიტუტი,უროლოგიური კლინიკის ხელმძღვანელი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,18,დავითი ვერძეული,დავითი,ვერძეული,73-08-02,სამართალმცოდნე; საქართველოს ლეიბორისტული პარტია,აპარატის უფროსი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,19,გოჩა სორდია,გოჩა,სორდია,73-03-24,"ინჟინერ-გეოლოგი; შ.პ.ს. ""მექანიზმი""",ტექნიკური დირექტორი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,20,ირინე გრიგალაშვილი,ირინე,გრიგალაშვილი,64-01-07,ინჟინერ-ტექნიკოსი; საქართველოს ლეიბორისტული პარტია,თავმჯდომარის თანაშემწე,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,21,დავითი რობაქიძე,დავითი,რობაქიძე,72-12-24,დიპლომატიისა და საერთაშორისო ურთიერთობათა ისტორიის სპეციალისტი; ბათუმის საკრებულო,საკრებულოს წევრი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,22,ლეილა გაფრინდაშვილი,ლეილა,გაფრინდაშვილი,51-01-06,ისტორიკოსი,უმუშევარი,უპარტიო,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,23,ბესიკი საბაშვილი,ბესიკი,საბაშვილი,66-08-20,პედაგოგი,უმუშევარი,უპარტიო,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,24,იოსები სამხარაძე,იოსები,სამხარაძე,58-01-12,ეკონომისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,18
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,25,დავითი გოგუა,დავითი,გოგუა,77-04-26,სამართალმცოდნე,უმუშევარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,26,პაატა ჩოხელი,პაატა,ჩოხელი,61-05-23,ეკონომისტი; საქართველოს ლეიბორისტული პარტია,რაიონული ორგანიზაციის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,27,ვაჟა სეთურიძე,ვაჟა,სეთურიძე,56-06-11,საქონელმცოდნე; საქართველოს ლეიბორისტული პარტია,რაიონული ორგანიზაციის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,28,არჩილი ბენიძე,არჩილი,ბენიძე,73-10-05,ეკონომისტი; საქართველოს ლეიბორისტული პარტია,გლდანის რაიონული ორგანიზაციის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,29,ზაზა ნატბელაძე,ზაზა,ნატბელაძე,61-11-18,ეკონომისტი; საქართველოს ლეიბორისტული პარტია,რაიონული ორგანიზაციის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,30,თეიმურაზი მჭედლიშვილი,თეიმურაზი,მჭედლიშვილი,61-02-03,სამართალმცოდნე; საქართველოს ლეიბორისტული პარტია,რაიონული ორგანიზაციის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,31,ზურაბ ლომია,ზურაბ,ლომია,72-06-21,ინჟინერ-კონსტრუქტორ-ტექნოლოგი; საქართველოს ლეიბორისტული პარტია,მთაწმინდის რაიონული ორგანიზაციის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,32,იოსები ლევერაშვილი,იოსები,ლევერაშვილი,61-09-24,სამართალმცოდნე; საქართველოს ადვოკატთა ასოციაცია,ადვოკატი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,33,ლალი ვეფხვიაშვილი,ლალი,ვეფხვიაშვილი,64-05-02,სამართალმცოდნე; საქართველოს ლეიბორისტული პარტია,რაიონული ორგანიზაციის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,34,თემური ნოზაძე,თემური,ნოზაძე,43-12-12,იურისტი,უმუშევარი,უპარტიო,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,35,გელბახიანი მალხაზ,გელბახიანი,მალხაზ,65-11-25,ისტორიკოსი; საჩხერის მხარეთმცოდნეობის მუზეუმი,მეცნიერ-მუშაკი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,36,დავითი მგელიაშვილი,დავითი,მგელიაშვილი,75-06-19,ეკონომისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,37,ზაზა ალიბეგაშვილი,ზაზა,ალიბეგაშვილი,75-05-28,ეკონომისტი; ყაზბეგის რაიონული საკრებულო,საკრებულოს წევრი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,38,ლაშა ჯიბლაძე,ლაშა,ჯიბლაძე,65-12-10,სამთო ინჟინერი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,39,მალხაზი ვეფხვაძე,მალხაზი,ვეფხვაძე,64-05-31,სამართალმცოდნე,უმუშევარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,40,ზურა კირკიტაძე,ზურა,კირკიტაძე,73-10-25,სამართალმცოდნე; საქართველოს ლეიბორისტული პარტია,იმერეთის რეგიონის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,41,დათო ლელუაშვილი,დათო,ლელუაშვილი,63-05-25,ელ. ტექ. ინჟინერი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,42,ზაქარია წიკლაური,ზაქარია,წიკლაური,58-06-10,სამართალმცოდნე,უმუშევარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,43,ვაჟა ბედუკაძე,ვაჟა,ბედუკაძე,57-05-01,ეკონომისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,45,გიორგი ყოჩიაშვილი,გიორგი,ყოჩიაშვილი,66-05-20,ინჟინერ-მშენებელი; საქართველოს ლეიბორისტული პარტია,მთაწმინდის რაიონული ორგანიზაციის კოორდინატორი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,46,ზურაბი ჯორჯიკია,ზურაბი,ჯორჯიკია,44-04-01,იურისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,47,ნიკოლოზი წოწკოლაური,ნიკოლოზი,წოწკოლაური,51-03-05,ქორეოგრაფი; ინდ. Mეწარმე ნიკოლოზ წოწკოლაური,მექარმე,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,48,ჯუმბერი მილორავა,ჯუმბერი,მილორავა,65-02-06,"სამართალმცოდნე; საადვოკატო ბიურო ""თემიდა XXI- საუკუნე""",ადვოკარი,საქართველოს ლეიბორისტული პარტია,19
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,49,რამაზი სამნიაშვილი,რამაზი,სამნიაშვილი,58-07-01,ინჟინერ-მშენებელი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,50,სულიკო ციცვიძე,სულიკო,ციცვიძე,49-01-01,სამართალმცოდნე; საადვოკატო ბიურო,ადვოკატი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,51,კახა მათიაშვილი,კახა,მათიაშვილი,75-06-26,იურისტ-ეკონომისტი; საქართველოს ლეიბორისტული პარტია,კრწანისის რაიონული ორგანიზაციის ვიცე-კოორდინატორი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,52,ნანა მდევაძე,ნანა,მდევაძე,55-10-05,ეკონომისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,53,თენგიზ დოდელია,თენგიზ,დოდელია,53-04-20,ეკონომისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,54,ჯემალი ნათელაშვილი,ჯემალი,ნათელაშვილი,64-08-27,სამართალმცოდნე; საქართველოს ადვოკატთა ასოციაცია,ადვოკატი,უპარტიო,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,55,ზურიკო თენაძე,ზურიკო,თენაძე,52-07-11,სამართალმცოდნე,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,56,გულჩორა გულარია,გულჩორა,გულარია,48-01-01,ეკონომისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,57,თინა მაკასარაშვილი,თინა,მაკასარაშვილი,41-11-28,ბიბლიოთეკათმცოდნე; თბილისის მთავარი ბიბლიოთეკა,#15 ბიბლიოთეკის გამგე,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,58,ნუნუ ნათობიძე,ნუნუ,ნათობიძე,60-03-20,ეკონომისტი; თეთრიწყაროს მუნიციპალიტეტის საკრებულო,წევრი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,59,ოთარი კვენეტაძე,ოთარი,კვენეტაძე,56-01-21,აგრონომი,უმუშევარი,უპარტიო,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,60,ქეთევანი ტალახაძე,ქეთევანი,ტალახაძე,71-04-24,პედაგოგი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,61,ალექსანდრე რუსიაშვილი,ალექსანდრე,რუსიაშვილი,72-01-28,მიწათმომწყობი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,62,მიხეილ ბირთველიშვილი,მიხეილ,ბირთველიშვილი,76-12-09,"ინჟინერ-ექსპერტი; შ.პ.ს. ""იბერია-რეფლეშმენტი""",ინჟინერ- ტექნიკოსი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,63,ჯემალი დავლიანიძე,ჯემალი,დავლიანიძე,47-01-22,ტელეჟურნალისტი,უმუშევარი,უპარტიო,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,64,ლელა ჯმუხაძე,ლელა,ჯმუხაძე,72-11-28,"სამართალმცოდნე, ინჟინერ-ელექტრიკოსი; საქართველოს ლეიბორისტული პარტია",პარტიის სააღრიცხვო სექტორის უფროსი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,65,ნადეჟდა ძირკველიშვილი,ნადეჟდა,ძირკველიშვილი,65-06-08,ბუღალტერი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,66,მიხეილი სულამანიძე,მიხეილი,სულამანიძე,62-08-15,სამთო-გეპლოგი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,67,იოსები ჩილინდრიშვილი,იოსები,ჩილინდრიშვილი,69-01-12,ვაჭრობის ეკონომიკა და მართვა,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,68,თეიმურაზი ვაშაკიძე,თეიმურაზი,ვაშაკიძე,63-09-14,"ინჟინერ-მექანიკოსი; შ.პ.ს. ""გორა""",დირექტორი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,69,ბესიკ გვაჯავა,ბესიკ,გვაჯავა,64-04-26,იურისტი; გ.გ. ბესიკ გვაჯავა,ადვოკატი,უპარტიო,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,70,თამაზ მეტრეველი,თამაზ,მეტრეველი,63-03-30,მკერავ გამომჭრელი; ონის მუნიციპალიტეტის საკრებულო,წევრი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,71,ალექსი არაბული,ალექსი,არაბული,48-02-27,პედაგოგი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,72,კობა ჩალაძე,კობა,ჩალაძე,70-06-10,ინჟინერ ელექტრიკოსი; რუსთავის საკრებულო,წევრი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,73,დალი აბაშიძე,დალი,აბაშიძე,46-11-09,"პედაგოგი, პედაგოგიურ მეცნიერებათა კანდიდატი",უმუშევარი,უპარტიო,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,74,ტარიელი კალანდარიშვილი,ტარიელი,კალანდარიშვილი,72-03-07,ბიოლოგი; ლანჩხუთის რაიონული საკრებულო,წევრი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,75,ალფეზი ჯიბლაძე,ალფეზი,ჯიბლაძე,64-07-10,ინჟინერ-მშენებელი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,76,ეთერი მიქელაძე,ეთერი,მიქელაძე,47-09-01,ქიმიკოსი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,77,სიმონი კობაიძე,სიმონი,კობაიძე,60-07-07,"ინჟინერ-ეკონომისტი; შ.პ.ს. ""თბილისის ავტობუსი""",მძროლი,საქართველოს ლეიბორისტული პარტია,20
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,78,თინათინი ჯმუხაძე,თინათინი,ჯმუხაძე,57-04-20,"მხატვარ-დეკორატორი, სამართალმცოდნე; შ.პ.ს. ""შოვის"" საშუალო სკოლა",პედაგოგი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,79,მამუკა სალამაშვილი,მამუკა,სალამაშვილი,74-03-17,სამართალმცოდნე,უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,80,თამარი სკანდარაშვილი,თამარი,სკანდარაშვილი,76-08-28,იურისტ-ეკონომისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,81,როლანდი ხოხაშვილი,როლანდი,ხოხაშვილი,61-07-23,იურისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,82,გელა მაღნარაძე,გელა,მაღნარაძე,68-11-20,ინჟინერ-მშენებელი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,83,მაია შალიბაშვილი,მაია,შალიბაშვილი,69-10-15,პედაგოგი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,84,გელა არსიაშვილი,გელა,არსიაშვილი,52-05-05,"ეკონომისტი; ინდ. Mეწარმე ""გელა არსიაშვილი""",რკინის საამქროს უფროსი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,85,დავითი ლობჟანიძე,დავითი,ლობჟანიძე,59-07-19,სამთო ინჟინერი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,86,ქეთევანი გეგელაშვილი,ქეთევანი,გეგელაშვილი,66-07-24,პედაგოგი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,87,დავითი ლომიძე,დავითი,ლომიძე,76-02-01,იურისტი,უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
labour,“შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია”,88,ლევანი გელენიძე,ლევანი,გელენიძე,74-07-08,"მევენახეობა, მარკეტინგი",უმუშევარი,საქართველოს ლეიბორისტული პარტია,21
